메뉴 이름,방법 분류,국가 분류,테마 분류,주재료 이름,features
버섯 크림 리조또,밥 죽 스프,이탈리아,메인요리,버섯 리조또 80~90g 닭가슴살 50g 양송이버섯 1개,버섯 크림 리조또 밥 죽 스프 이탈리아 메인요리 버섯 리조또 80~90g 닭가슴살 50g 양송이버섯 1개
자색고구마수프,밥 죽 스프,이탈리아,반찬,자색고구마 500g 우유 500ml 생크림 200ml,자색고구마수프 밥 죽 스프 이탈리아 반찬 자색고구마 500g 우유 500ml 생크림 200ml
감자로싼도미스테이크,구이,이탈리아,메인요리,도미살 150g 감자 1개,감자로싼도미스테이크 구이 이탈리아 메인요리 도미살 150g 감자 1개
빈스크림왕새우,구이,이탈리아,메인요리,흰살생선 80g 왕새우 2마리,빈스크림왕새우 구이 이탈리아 메인요리 흰살생선 80g 왕새우 2마리
바지락와인찜,찜,이탈리아,메인요리,바지락 1kg 화이트와인 250cc,바지락와인찜 찜 이탈리아 메인요리 바지락 1kg 화이트와인 250cc
닭가슴살과토마토양파소스,나물 생채 샐러드,이탈리아,반찬,닭가슴살 1개 검은올리브(다진것) 2개,닭가슴살과토마토양파소스 나물 생채 샐러드 이탈리아 반찬 닭가슴살 1개 검은올리브(다진것) 2개
시칠리아식카포나타,나물 생채 샐러드,이탈리아,반찬,가지 1개 샐러리 100g 양파 50g 토마토 1개 케이퍼 20g,시칠리아식카포나타 나물 생채 샐러드 이탈리아 반찬 가지 1개 샐러리 100g 양파 50g 토마토 1개 케이퍼 20g
카프레제,나물 생채 샐러드,이탈리아,반찬,토마토 2개 후레쉬모짜렐라치즈 1개,카프레제 나물 생채 샐러드 이탈리아 반찬 토마토 2개 후레쉬모짜렐라치즈 1개
해산물샐러드,나물 생채 샐러드,이탈리아,반찬,삶은 문어살 80g 갑오징어 80g 꼴뚜기 80g 중새우살 6개 쭈꾸미 4개 참소라살 60g 모시조개 10개 가리비 2개 검은껍질홍합 10개 가재새우 2개,해산물샐러드 나물 생채 샐러드 이탈리아 반찬 삶은 문어살 80g 갑오징어 80g 꼴뚜기 80g 중새우살 6개 쭈꾸미 4개 참소라살 60g 모시조개 10개 가리비 2개 검은껍질홍합 10개 가재새우 2개
스파게티카레미트소스,양식,이탈리아,메인요리,카레 40g 다진쇠고기 200g 양송이 50g 스파게티 300g,스파게티카레미트소스 양식 이탈리아 메인요리 카레 40g 다진쇠고기 200g 양송이 50g 스파게티 300g
홍합 봉골레 페투치니 알리올리,양식,이탈리아,메인요리,페투치니 40g 오징어 30g 새우(중하) 2마리 홍합 3개 중합 2개,홍합 봉골레 페투치니 알리올리 양식 이탈리아 메인요리 페투치니 40g 오징어 30g 새우(중하) 2마리 홍합 3개 중합 2개
생크림무스,후식,이탈리아,간식,생크림 170g,생크림무스 후식 이탈리아 간식 생크림 170g
라비올리,만두 면류,이탈리아,반찬,흰살생선 50g 양송이버섯 4개 닭고기(가슴살) 50g 만두피 10장,라비올리 만두 면류 이탈리아 반찬 흰살생선 50g 양송이버섯 4개 닭고기(가슴살) 50g 만두피 10장
리본모양파스타,만두 면류,이탈리아,메인요리,파스타(파르팔레) 120g 토마토 2개 쇠고기 80g 토마토주스 1컵,리본모양파스타 만두 면류 이탈리아 메인요리 파스타(파르팔레) 120g 토마토 2개 쇠고기 80g 토마토주스 1컵
버섯크림스파게티,만두 면류,이탈리아,메인요리,스파게티 110g 양송이버섯 50g 새송이버섯 1개,버섯크림스파게티 만두 면류 이탈리아 메인요리 스파게티 110g 양송이버섯 50g 새송이버섯 1개
시금치라비올리,만두 면류,이탈리아,메인요리,만두피 40장 시금치 100g 계란노른자 2개,시금치라비올리 만두 면류 이탈리아 메인요리 만두피 40장 시금치 100g 계란노른자 2개
아마뜨리치아나스파게티,만두 면류,이탈리아,메인요리,스파게티 160g 구안찰레 40g 판체타 약간,아마뜨리치아나스파게티 만두 면류 이탈리아 메인요리 스파게티 160g 구안찰레 40g 판체타 약간
알리오올리오 스파게티,만두 면류,이탈리아,메인요리,올리브오일 40g 다진 양파 20g 스파게티 100g,알리오올리오 스파게티 만두 면류 이탈리아 메인요리 올리브오일 40g 다진 양파 20g 스파게티 100g
오징어먹물 파스타,만두 면류,이탈리아,메인요리,스파게티니 40g 갑오징어 20g,오징어먹물 파스타 만두 면류 이탈리아 메인요리 스파게티니 40g 갑오징어 20g
오징어먹물스파게티,만두 면류,이탈리아,메인요리,오징어 50g 스파게티 70g 오징어먹물 2g,오징어먹물스파게티 만두 면류 이탈리아 메인요리 오징어 50g 스파게티 70g 오징어먹물 2g
카펠리니 버섯 크림파스타,만두 면류,이탈리아,메인요리,카펠리니 40g 양송이 2개 표고버섯 1개,카펠리니 버섯 크림파스타 만두 면류 이탈리아 메인요리 카펠리니 40g 양송이 2개 표고버섯 1개
크림소스파스타,만두 면류,이탈리아,메인요리,파스타 200g 생크림 1과1/2컵 우유 1/2컵,크림소스파스타 만두 면류 이탈리아 메인요리 파스타 200g 생크림 1과1/2컵 우유 1/2컵
토마토미트소스파스타,만두 면류,이탈리아,메인요리,다진쇠고기(안심) 200g 토마토주스 2컵 펜네파스타 150g,토마토미트소스파스타 만두 면류 이탈리아 메인요리 다진쇠고기(안심) 200g 토마토주스 2컵 펜네파스타 150g
푸타네스카스파게티,만두 면류,이탈리아,메인요리,스파게티 80g 올리브오일 30g 엔쵸비 1조각 케이퍼 10g,푸타네스카스파게티 만두 면류 이탈리아 메인요리 스파게티 80g 올리브오일 30g 엔쵸비 1조각 케이퍼 10g
라자니아,그라탕 리조또,이탈리아,메인요리,밀가루 1컵 쇠고기 80g 양송이 3개 샐러리 1/2대,라자니아 그라탕 리조또 이탈리아 메인요리 밀가루 1컵 쇠고기 80g 양송이 3개 샐러리 1/2대
리조또,그라탕 리조또,이탈리아,메인요리,쌀 1컵,리조또 그라탕 리조또 이탈리아 메인요리 쌀 1컵
새우도리아,그라탕 리조또,이탈리아,메인요리,새우(중하) 5마리 밥 1공기,새우도리아 그라탕 리조또 이탈리아 메인요리 새우(중하) 5마리 밥 1공기
시금치리조또,그라탕 리조또,이탈리아,메인요리,쌀 200g 다진시금치 50g,시금치리조또 그라탕 리조또 이탈리아 메인요리 쌀 200g 다진시금치 50g
시금치크림리조또,그라탕 리조또,이탈리아,메인요리,쌀 120g 휘핑크림 300g 시금치 잎 100g,시금치크림리조또 그라탕 리조또 이탈리아 메인요리 쌀 120g 휘핑크림 300g 시금치 잎 100g
파스타그라탕,그라탕 리조또,이탈리아,메인요리,오징어(몸통) 1/2마리 칵테일새우 10마리 마카로니 80g,파스타그라탕 그라탕 리조또 이탈리아 메인요리 오징어(몸통) 1/2마리 칵테일새우 10마리 마카로니 80g
고구마깔조네,피자,이탈리아,메인요리,피자반죽(개당 180g) 2개 삶은고구마 100g,고구마깔조네 피자 이탈리아 메인요리 피자반죽(개당 180g) 2개 삶은고구마 100g
디아볼로피자,피자,이탈리아,메인요리,강력분 200g 생이스트 60g,디아볼로피자 피자 이탈리아 메인요리 강력분 200g 생이스트 60g
루꼴라 피자,피자,이탈리아,메인요리,[도우] 밀가루(강력분) 375g,루꼴라 피자 피자 이탈리아 메인요리 [도우] 밀가루(강력분) 375g
마르게리따 피자,피자,이탈리아,메인요리,[반죽] 밀가루(강력분) 375g,마르게리따 피자 피자 이탈리아 메인요리 [반죽] 밀가루(강력분) 375g
모짜렐라깔조네,피자,이탈리아,메인요리,피자반죽(개당 180g) 2개 모짜렐라치즈 80g,모짜렐라깔조네 피자 이탈리아 메인요리 피자반죽(개당 180g) 2개 모짜렐라치즈 80g
토마토피자,피자,이탈리아,메인요리,강력분 150g 토마토 2개,토마토피자 피자 이탈리아 메인요리 강력분 150g 토마토 2개
잠발라야,밥 죽 스프,멕시코,메인요리,돼지고기 200g 토마토 2개 쌀 1컵,잠발라야 밥 죽 스프 멕시코 메인요리 돼지고기 200g 토마토 2개 쌀 1컵
해물빠에야,밥 죽 스프,멕시코,메인요리,쌀(불린것) 1컵 오징어 1/2마리 새우 10마리 모시조개 10개,해물빠에야 밥 죽 스프 멕시코 메인요리 쌀(불린것) 1컵 오징어 1/2마리 새우 10마리 모시조개 10개
치킨케밥구이,구이,멕시코,메인요리,닭고기(다리살) 400g,치킨케밥구이 구이 멕시코 메인요리 닭고기(다리살) 400g
퀘사딜라,양식,멕시코,메인요리,또띠아 2장 모짜렐라치즈 200g,퀘사딜라 양식 멕시코 메인요리 또띠아 2장 모짜렐라치즈 200g
비프케밥,샌드위치 햄버거,멕시코,간식,쇠고기(불고기감) 150g,비프케밥 샌드위치 햄버거 멕시코 간식 쇠고기(불고기감) 150g
치킨퀘사디아,샌드위치 햄버거,멕시코,간식,또띠아 4장 닭고기(다리) 300g 양파 1/2개 양송이 3개,치킨퀘사디아 샌드위치 햄버거 멕시코 간식 또띠아 4장 닭고기(다리) 300g 양파 1/2개 양송이 3개
과일주먹밥,밥 죽 스프,퓨전,메인요리,밥 2공기 딸기 5개 키위 1/2개 흑임자 약간,과일주먹밥 밥 죽 스프 퓨전 메인요리 밥 2공기 딸기 5개 키위 1/2개 흑임자 약간
떡김밥,밥 죽 스프,퓨전,메인요리,멥쌀 250g,떡김밥 밥 죽 스프 퓨전 메인요리 멥쌀 250g
롤캐비지라이스,밥 죽 스프,퓨전,메인요리,양배추 8장 쇠고기(사태) 100g 밥 2공기,롤캐비지라이스 밥 죽 스프 퓨전 메인요리 양배추 8장 쇠고기(사태) 100g 밥 2공기
쌈장오므라이스,밥 죽 스프,퓨전,메인요리,계란 2개반 찬밥 2공기,쌈장오므라이스 밥 죽 스프 퓨전 메인요리 계란 2개반 찬밥 2공기
연어초밥,밥 죽 스프,퓨전,메인요리,밥 2공기 훈제연어 1/2팩,연어초밥 밥 죽 스프 퓨전 메인요리 밥 2공기 훈제연어 1/2팩
오곡밥에그,밥 죽 스프,퓨전,메인요리,오곡밥 1공기 계란 3개,오곡밥에그 밥 죽 스프 퓨전 메인요리 오곡밥 1공기 계란 3개
옥수수볶음밥,밥 죽 스프,퓨전,메인요리,밥 3공기 옥수수통조림 300g,옥수수볶음밥 밥 죽 스프 퓨전 메인요리 밥 3공기 옥수수통조림 300g
팔보라면,밥 죽 스프,퓨전,메인요리,해삼 1마리 갑오징어 1/2마리 라면 1개,팔보라면 밥 죽 스프 퓨전 메인요리 해삼 1마리 갑오징어 1/2마리 라면 1개
필라델피아롤,밥 죽 스프,퓨전,메인요리,아보카도 1/2개,필라델피아롤 밥 죽 스프 퓨전 메인요리 아보카도 1/2개
Rock’N Roll,밥 죽 스프,퓨전,메인요리,아보카도 1/2개,Rock’N Roll 밥 죽 스프 퓨전 메인요리 아보카도 1/2개
닭안심채소말이,조림,퓨전,메인요리,닭고기(안심) 3쪽,닭안심채소말이 조림 퓨전 메인요리 닭고기(안심) 3쪽
베이컨마늘조림,조림,퓨전,메인요리,베이컨 12장 마늘 36톨,베이컨마늘조림 조림 퓨전 메인요리 베이컨 12장 마늘 36톨
갈치카레구이,구이,퓨전,메인요리,갈치 1마리,갈치카레구이 구이 퓨전 메인요리 갈치 1마리
닭봉오븐구이,구이,퓨전,메인요리,닭봉 12개,닭봉오븐구이 구이 퓨전 메인요리 닭봉 12개
떡치즈구이,구이,퓨전,메인요리,가래떡 1개,떡치즈구이 구이 퓨전 메인요리 가래떡 1개
롤치킨,구이,퓨전,메인요리,닭가슴살 250g,롤치킨 구이 퓨전 메인요리 닭가슴살 250g
베이컨꼬치구이,구이,퓨전,메인요리,베이컨 15장,베이컨꼬치구이 구이 퓨전 메인요리 베이컨 15장
삼겹살치즈구이,구이,퓨전,메인요리,돼지고기(삼겹살) 200g 모짜렐라치즈 50g,삼겹살치즈구이 구이 퓨전 메인요리 돼지고기(삼겹살) 200g 모짜렐라치즈 50g
패주베이컨말이구이,구이,퓨전,메인요리,베이컨 8개 패주 8개,패주베이컨말이구이 구이 퓨전 메인요리 베이컨 8개 패주 8개
해물떡꼬치,구이,퓨전,간식,오징어 1마리 새우 50g 가래떡 50g,해물떡꼬치 구이 퓨전 간식 오징어 1마리 새우 50g 가래떡 50g
건포도완자탕수,튀김 커틀릿,퓨전,반찬,다진건포도 2큰술 다진쇠고기 140g 다진돼지고기 140g 다진양파 2큰술 다진샐러리 2큰술 간장 2작은술 굴소스/설탕 1작은술씩 다진파/다진마늘 2작은술씩 계란물 약간,건포도완자탕수 튀김 커틀릿 퓨전 반찬 다진건포도 2큰술 다진쇠고기 140g 다진돼지고기 140g 다진양파 2큰술 다진샐러리 2큰술 간장 2작은술 굴소스/설탕 1작은술씩 다진파/다진마늘 2작은술씩 계란물 약간
고등어강정,튀김 커틀릿,퓨전,반찬,고등어 1마리,고등어강정 튀김 커틀릿 퓨전 반찬 고등어 1마리
고추장닭강정,튀김 커틀릿,퓨전,간식,닭(안심) 500g,고추장닭강정 튀김 커틀릿 퓨전 간식 닭(안심) 500g
김치어묵,튀김 커틀릿,퓨전,반찬,생선살 150g 새우살 100g 김치 50g,김치어묵 튀김 커틀릿 퓨전 반찬 생선살 150g 새우살 100g 김치 50g
닭고기명란튀김,튀김 커틀릿,퓨전,반찬,닭고기(가슴살) 200g 명란젓 2개,닭고기명란튀김 튀김 커틀릿 퓨전 반찬 닭고기(가슴살) 200g 명란젓 2개
닭고기카레튀김,튀김 커틀릿,퓨전,반찬,닭(안심) 100g 콘플레이크 1컵 카레가루 30g,닭고기카레튀김 튀김 커틀릿 퓨전 반찬 닭(안심) 100g 콘플레이크 1컵 카레가루 30g
닭안심카레튀김,튀김 커틀릿,퓨전,반찬,닭안심 250g,닭안심카레튀김 튀김 커틀릿 퓨전 반찬 닭안심 250g
라면김말이튀김,튀김 커틀릿,퓨전,반찬,김 2장 라면 1개,라면김말이튀김 튀김 커틀릿 퓨전 반찬 김 2장 라면 1개
마늘팡세,튀김 커틀릿,퓨전,메인요리,꽃게 2마리 마늘 20알,마늘팡세 튀김 커틀릿 퓨전 메인요리 꽃게 2마리 마늘 20알
마요네즈새우,튀김 커틀릿,퓨전,메인요리,새우 10마리,마요네즈새우 튀김 커틀릿 퓨전 메인요리 새우 10마리
매운꽃게튀김,튀김 커틀릿,퓨전,메인요리,꽃게 2마리,매운꽃게튀김 튀김 커틀릿 퓨전 메인요리 꽃게 2마리
새우베이컨말이,튀김 커틀릿,퓨전,메인요리,새우(대하) 8개 아스파라거스 8개 베이컨 8줄,새우베이컨말이 튀김 커틀릿 퓨전 메인요리 새우(대하) 8개 아스파라거스 8개 베이컨 8줄
새우볶음밥춘권피튀김,튀김 커틀릿,퓨전,메인요리,밥 2공기 새우 100g 계란 2개,새우볶음밥춘권피튀김 튀김 커틀릿 퓨전 메인요리 밥 2공기 새우 100g 계란 2개
생선탕수,튀김 커틀릿,퓨전,반찬,동태살 300g,생선탕수 튀김 커틀릿 퓨전 반찬 동태살 300g
양상추튀김,튀김 커틀릿,퓨전,반찬,양상추 10장 말린표고버섯 200g 부추 100g 고구마(큰것) 1개,양상추튀김 튀김 커틀릿 퓨전 반찬 양상추 10장 말린표고버섯 200g 부추 100g 고구마(큰것) 1개
왕새우당면프라이드,튀김 커틀릿,퓨전,반찬,대하 4마리,왕새우당면프라이드 튀김 커틀릿 퓨전 반찬 대하 4마리
치즈만두튀김,튀김 커틀릿,퓨전,간식,모짜렐라치즈 50g 깻잎 8장 체다치즈 50g,치즈만두튀김 튀김 커틀릿 퓨전 간식 모짜렐라치즈 50g 깻잎 8장 체다치즈 50g
새우두부찜,찜,퓨전,메인요리,두부 200g 새우(중하) 5마리,새우두부찜 찜 퓨전 메인요리 두부 200g 새우(중하) 5마리
치킨갈란틴,찜,퓨전,반찬,닭 1/4마리,치킨갈란틴 찜 퓨전 반찬 닭 1/4마리
콩국계란찜,찜,퓨전,반찬,메주콩 1컵 계란 4개,콩국계란찜 찜 퓨전 반찬 메주콩 1컵 계란 4개
표고보트,찜,퓨전,메인요리,표고버섯 8개 새우(중하) 4마리 맛살 2개,표고보트 찜 퓨전 메인요리 표고버섯 8개 새우(중하) 4마리 맛살 2개
꽃만두피컵참치샐러드,나물 생채 샐러드,퓨전,반찬,스타키스트참치 1캔 만두피 10장,꽃만두피컵참치샐러드 나물 생채 샐러드 퓨전 반찬 스타키스트참치 1캔 만두피 10장
